0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	0
0	1	2	1	1	3	2	4	2	0	0	0	10	1	4	0	0	2	0	0	1	0	3
0	0	1	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1
1	1	0	3	1	1	0	0	1	1	1	0	3	0	0	0	0	1	0	0	0	0	0
0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	19	0
0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	1
0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
2	1	0	4	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	7	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
2	2	0	0	0	2	1	0	2	0	2	0	15	5	3	0	0	2	4	0	0	0	0
0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	17	3	0	0	0	0	0	0
0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2	2	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	3	0	0	0	0	0	1	6	1	0	0	0	1	0	0	0	1	0	0	0
0	0	1	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	2	2	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
23	23	0	46	2	0	0	0	0	22	4	1	2	0	0	1	0	0	0	0	0	0	0
0	0	2	0	0	0	2	1	0	0	0	0	2	0	1	0	0	1	2	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	4	0	0	0	0	0	8	0	1	0	0	1	1	0	0	0	0
0	0	0	1	1	3	0	0	0	0	0	0	12	2	4	0	0	0	0	0	0	0	2
0	2	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
6	6	0	13	2	0	0	0	0	6	6	8	0	2	0	3	2	0	0	2	0	0	0
0	0	1	0	0	2	2	0	4	0	1	0	3	5	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
0	0	1	0	0	1	4	1	0	0	0	0	13	1	4	0	0	0	1	0	3	0	1
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	1	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	6	1	2	0	1	2	1	1	0	0	0	0	1
0	0	2	0	0	0	1	0	0	0	0	0	9	1	3	0	0	0	1	0	2	0	0
1	0	2	0	0	5	2	0	5	0	0	0	17	4	1	0	0	0	1	0	1	0	1
0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	2	1	0	0	1	0	1	0
1	1	0	2	0	0	1	0	0	1	7	1	1	1	0	6	2	0	0	4	0	0	0
