0	0	0	1	0	0	5	1	0	0	1	0	5	1	0	0	0	0	2	0	0	0	3
0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	0	1	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	12	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	2	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	4	0
1	1	0	4	0	0	0	0	0	1	11	0	2	0	0	1	2	0	0	1	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0	1	1	1	0	2	5	2	1	0	1	0	19	2	6	0	0	6	1	0	5	0	0
0	1	0	0	0	4	3	1	1	0	0	0	6	0	5	0	0	2	2	0	1	0	1
0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	2	2	0	0	1	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	3	0	1	0	0	1	1	0	0	0	0
0	1	1	0	0	1	1	0	0	0	0	0	2	0	1	0	0	3	1	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	10	0	9	0	0	1	0	0	8	0	1
7	7	0	15	8	0	0	0	0	7	7	1	0	0	0	3	0	0	0	4	0	0	0
0	1	0	0	0	0	0	3	2	1	0	0	14	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	2	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0
0	0	0	0	0	0	4	1	0	0	0	0	0	4	1	0	0	0	5	0	1	0	0
0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	0	10	3	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
1	1	0	3	0	0	0	0	0	1	3	0	0	0	0	4	4	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	0	1	0	4	0	0	0	2	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0
