0	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	16	1	1	2
0	0	0	0	0	0	0	0	0	0	8	8	8	8	8	8	0	0	1	1	1	1
0	0	0	1	2	1	0	0	0	0	0	4	4	0	0	0	4	5	2	1	1	1
0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	12	1	1	1
0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	17	2	2	2
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	2	2	2
0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	14	2	2	2
0	0	0	0	0	0	3	0	0	2	0	1	2	0	0	0	1	1	9	1	1	3
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1
0	0	0	2	2	1	0	0	0	0	1	1	1	1	1	1	1	1	4	1	1	1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	2
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	6	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1
0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	1
1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	1	1
0	0	3	0	0	2	4	0	0	4	0	3	4	0	0	0	3	3	18	1	1	4
0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	1	1	1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	2	2	2
0	0	3	0	0	2	4	0	0	4	0	3	4	0	0	0	3	3	18	1	1	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	4	0	0	7	0	0	1	0	0	0	0	0	11	2	2	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	1
0	0	0	3	3	4	1	1	1	1	0	0	1	0	0	0	0	0	9	1	1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1
0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	5	2	2	3
0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	11	1	1	2
0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	2	1	1	2
1	2	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	8	3	3	2
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	22	1	1	2
0	1	0	4	4	5	1	0	0	1	0	0	1	0	0	0	0	0	18	1	1	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1
0	0	3	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	13	2	2	2
0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	15	1	1	1
1	2	0	0	0	1	3	0	0	2	0	1	2	0	0	0	1	1	16	1	1	3
0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	15	1	2	2
0	1	1	0	0	1	3	2	2	2	0	0	1	0	0	0	0	0	23	1	1	2
0	0	0	2	2	3	5	0	0	0	0	0	0	0	0	0	0	0	11	1	1	1
0	0	0	1	1	2	3	1	0	3	0	2	3	0	0	0	2	2	16	4	1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	2	2
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	5	1	1	2
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	5	2	2	3
0	0	0	2	2	4	3	0	0	2	0	2	3	0	0	0	3	2	26	10	9	10
0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	1	1	4	2	1	3
0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	2	2	3
0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	2
0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	1	0	0	1	2	2	1
0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	2	1
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	3	2	1
0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	2	1
