0	0	0	1	1	3	6	0	0	5	2	2	5	0	0	0	2	2	5	5	5	6
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	2	1
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	2	1
0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	2	1
0	0	0	1	1	2	2	0	0	1	0	0	1	1	0	0	0	0	20	1	2	2
0	0	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	12	1	1	1
0	0	0	2	2	3	0	1	1	1	0	0	0	0	0	0	0	0	4	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1
0	0	0	0	1	0	3	1	1	3	0	0	1	0	0	0	0	0	9	4	2	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1
0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	7	2	1	1
0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	5	1	1	2
0	0	0	1	1	2	3	0	0	5	0	0	0	0	0	0	0	0	17	3	5	5
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	4	2	3	3
0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	11	1	1	1
0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	10	1	1	1
0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	1	0	0	2	2	2	2
0	0	1	4	4	5	2	1	1	2	0	0	1	1	0	0	0	0	14	2	1	2
0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	2	1	1	2
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	2	2
2	3	0	0	0	0	0	4	4	4	0	0	0	0	10	0	0	0	7	3	3	3
1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	4	1	1	1
0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	0	0	0	8	6	6	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	1	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	3	3	1	2
0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	3	1	1	3
4	5	0	1	1	1	1	0	0	3	0	0	0	0	0	3	0	0	12	1	1	1
1	2	0	0	0	1	1	0	0	27	0	0	0	0	0	0	0	0	25	1	1	2
1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1
1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	1	1	1
0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1
2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	1
0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	1	0	6	2	2	5
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2
