0	3	3	3	3	3	0	4	0	0
0	1	4	4	4	4	0	5	0	0
0	3	1	1	1	1	0	3	1	0
0	0	0	0	0	0	0	0	3	0
0	2	0	0	0	0	0	1	2	0
0	2	2	2	2	2	0	4	3	0
6	14	14	14	14	14	0	16	4	0
0	2	0	1	0	0	0	0	0	0
0	1	0	0	0	0	0	1	0	0
11	11	4	4	4	4	0	7	0	0
0	9	8	8	8	8	0	9	15	0
1	6	7	7	7	7	0	8	2	0
0	4	2	2	2	2	0	3	1	0
5	6	2	2	2	2	0	7	9	0
0	7	4	5	4	4	0	5	11	0
0	0	1	1	1	1	0	2	4	0
0	9	8	8	8	8	0	9	14	0
0	9	4	4	4	4	0	5	1	0
0	3	2	2	2	2	0	3	28	1
0	2	1	1	1	1	0	3	25	1
4	5	5	5	5	5	1	7	6	0
0	10	19	19	19	19	0	21	10	0
0	4	5	5	5	5	0	6	4	0
0	4	5	5	5	5	0	6	11	0
2	7	3	3	3	3	0	5	10	0
5	0	0	0	0	0	0	0	0	0
0	4	1	1	1	1	0	2	7	0
0	9	8	8	8	8	0	9	15	0
0	5	4	4	4	4	0	5	4	0
0	2	0	0	0	0	0	1	10	0
2	1	2	2	2	2	0	3	2	0
0	2	1	1	1	1	0	2	0	0
3	13	7	7	7	7	0	9	0	0
2	8	2	2	2	2	0	8	12	0
1	2	1	1	1	1	0	2	2	0
1	10	14	13	13	13	2	16	1	0
0	4	3	3	3	3	0	4	1	0
1	2	5	5	5	5	0	2	5	0
0	3	5	5	5	5	1	6	6	0
1	13	1	1	1	1	0	2	0	0
4	9	1	1	1	1	0	2	1	0
0	3	3	3	3	3	0	4	5	0
11	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1	1
0	10	4	4	4	4	0	5	1	0
1	2	2	2	2	2	0	3	0	0
0	0	1	1	1	1	2	3	14	0
0	1	2	2	2	2	1	3	3	0
0	3	5	6	5	5	3	6	7	0
0	0	0	0	0	0	0	0	5	0
2	2	4	4	4	4	0	5	0	0
7	6	6	6	6	6	1	7	0	0
13	2	3	3	3	3	1	5	3	0
1	3	2	2	2	2	1	3	8	0
5	4	1	1	1	1	1	3	1	0
1	2	0	0	0	0	0	1	1	0
0	0	0	0	0	0	1	1	1	0
0	2	0	0	0	0	0	1	0	0
5	1	0	0	0	0	0	1	0	0
4	8	1	1	1	1	0	2	1	0
1	0	0	0	0	0	2	1	2	0
0	8	5	5	5	5	0	6	0	0
12	1	0	0	0	0	0	1	0	0
12	1	0	0	0	0	0	1	0	0
2	2	0	0	0	0	0	2	3	0
6	4	3	3	3	3	0	4	1	0
7	3	0	0	0	0	0	2	0	0
10	4	3	3	3	3	1	4	5	0
22	1	0	0	0	0	1	1	2	0
3	2	2	2	2	2	0	3	1	0
20	2	1	1	1	1	1	2	2	0
5	2	0	0	0	0	0	1	1	0
13	0	0	0	0	0	1	1	2	0
0	3	0	1	0	0	0	0	6	0
20	2	1	1	1	1	1	2	2	0
1	1	4	5	4	4	0	7	1	0
0	0	0	0	0	0	0	2	4	0
2	3	7	8	7	7	0	8	2	0
2	3	7	7	7	7	0	8	2	0
20	2	1	1	1	1	1	2	2	0
0	0	0	0	0	1	0	1	1	0
0	2	1	0	0	0	1	2	4	0
0	1	0	0	0	0	0	1	1	0
1	2	3	3	3	3	0	4	2	0
0	0	0	0	0	0	0	0	2	0
7	8	9	9	9	9	0	12	0	0
14	1	1	1	1	1	0	2	0	0
1	0	3	3	3	3	0	4	0	0
3	3	5	5	5	5	0	6	1	0
0	0	6	6	6	6	0	8	4	0
9	2	0	0	0	0	1	1	1	0
1	1	0	0	0	0	0	2	0	0
0	2	9	9	9	9	0	10	5	0
3	6	2	2	2	2	0	3	2	0
0	0	0	0	0	0	1	0	3	0
2	3	17	17	17	17	0	19	2	0
1	4	0	0	0	0	0	3	2	0
0	0	11	11	11	11	0	12	1	0
2	5	13	13	13	13	0	18	3	0
0	3	7	7	7	7	0	8	1	0
0	1	5	5	5	5	0	7	0	0
0	0	0	0	0	0	0	0	0	0
0	1	3	3	3	3	0	7	0	0
2	1	3	3	3	3	0	8	2	0
0	1	4	4	4	4	0	5	1	0
0	0	1	1	1	1	0	2	0	0
1	3	8	8	8	8	1	10	1	0
2	3	10	10	10	10	0	13	2	0
3	3	3	3	3	3	0	4	3	0
1	1	0	0	0	0	0	1	1	0
1	1	0	0	0	0	0	1	1	0
8	8	15	15	15	15	1	17	2	0
13	6	6	6	6	6	0	7	1	0
1	1	9	9	9	9	0	12	0	0
0	0	1	0	0	0	5	0	0	1
0	0	0	0	0	0	1	0	0	1
0	0	0	0	0	0	1	0	0	1
0	0	1	0	0	0	5	0	0	1
0	0	2	0	0	0	4	0	0	2
0	0	2	0	0	0	3	0	0	4
0	0	1	1	1	1	3	1	0	2
1	0	1	0	0	0	1	0	0	2
0	0	3	0	0	0	4	0	0	2
0	0	2	0	0	0	4	0	0	5
0	0	1	0	0	0	6	0	0	2
0	0	3	0	0	0	4	0	0	2
0	0	3	0	0	0	4	0	0	2
0	0	0	0	0	0	2	0	0	9
0	0	7	1	1	1	5	1	0	0
0	0	3	0	0	0	2	0	0	2
0	1	1	0	0	0	3	1	0	3
0	0	0	0	0	0	1	0	0	1
0	0	2	0	0	0	2	0	0	0
0	0	0	0	0	0	2	0	0	2
0	0	0	0	0	0	5	0	0	1
0	0	2	0	0	0	2	0	0	3
0	0	0	0	0	0	0	0	0	2
0	0	9	1	1	1	11	1	0	8
0	0	3	0	0	0	2	0	0	6
0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	2	0	0	1
1	0	0	0	0	0	0	1	0	1
0	0	0	0	0	0	1	0	0	4
0	0	3	0	0	0	1	0	0	7
0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	3	0	0	13
0	0	0	0	0	0	1	1	0	32
0	0	1	0	0	0	5	0	0	11
0	0	1	0	0	0	3	0	0	13
