0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0	10	3	0	2	0	0	0	4	0	0	0	0	0	0	6	5	3	0	4	7	5	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	2	5	0	1	0
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	3	4	1	0	0
0	0	0	0	0	4	3	0	0	0	0	3	0	0	0	6	1	1	0	1	4	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	0	0	1	1	2	0	0
0	4	4	0	0	0	0	1	5	0	0	0	0	0	0	2	1	7	0	0	7	3	1	0
2	0	0	1	0	4	5	3	0	0	2	4	5	2	1	0	0	0	2	0	0	0	0	0
0	0	1	1	0	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	0	4	5	1	0	0	9	5	1	1	2	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
2	0	5	6	0	1	0	0	4	0	1	0	0	1	4	0	0	0	1	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1	0	0	4	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	6	5	0	2	1	0	5	0	1	1	1	1	7	0	0	0	0	0	0	0	0	0
0	0	5	4	0	0	1	1	4	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0
0	0	4	5	0	1	0	0	3	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	4	0	3	1	4	0	0	1	2	0	2	5	0	0	0	2	0	0	0	0	0
1	0	2	4	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0
2	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	4	0	0	0	0	0
0	0	3	3	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
2	0	3	11	0	1	1	1	2	0	0	2	2	3	1	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	1	2	1	8	0	0	0	2	0	0	0	0	0
0	0	2	0	0	0	1	2	1	0	1	0	6	0	3	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	2	0	0	1	0	0	4	0	0	0	0	2	2	0	0	0	0
3	0	0	0	0	0	0	2	0	0	1	1	1	3	13	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	2	0	0	0	0	0
0	0	0	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	2	1	2	3	10	1	0	0	2	1	0	0	0	0
2	0	0	1	0	0	0	1	0	0	0	1	1	2	7	0	0	0	1	0	0	0	0	0
1	4	0	0	0	0	0	0	1	0	1	0	0	0	7	0	0	1	0	1	0	0	0	0
1	0	2	0	0	0	0	0	1	0	1	1	0	1	9	2	0	0	1	0	0	0	0	0
1	0	2	0	0	12	13	2	1	0	0	12	2	0	1	0	0	0	0	0	0	0	0	0
0	0	0	2	0	2	5	2	0	0	0	3	9	6	17	0	0	0	6	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	1	2	1	7	0	0	0	2	0	0	0	0	0
4	0	3	0	0	0	1	1	2	0	0	1	10	1	1	0	0	0	3	0	0	0	0	0
3	0	0	0	0	2	1	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	6	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	1	0	1	2	0	0	0	0	2	6	6	7	1	0	0	1	3	0	0	0	0
1	0	1	1	0	2	4	0	0	0	0	4	7	6	10	1	0	0	1	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	3	5	1	0	0	0	4	8	9	16	0	0	0	3	0	0	0	0	0
0	0	1	1	0	1	2	1	0	0	0	1	5	8	9	0	0	0	1	0	0	0	0	0
1	0	0	2	0	3	5	1	0	0	1	4	3	2	5	0	0	0	2	0	0	0	0	0
0	0	0	10	0	2	2	1	0	0	1	1	1	0	2	0	0	0	4	0	0	0	0	0
1	0	0	1	0	2	3	1	0	0	1	4	3	1	4	0	0	0	0	0	0	0	0	0
5	0	0	1	0	1	4	0	0	0	0	4	5	2	2	1	0	0	1	0	0	0	0	0
1	0	0	16	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1
2	0	0	0	0	0	0	1	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0
3	0	1	0	0	10	11	1	0	0	4	12	1	2	9	1	0	0	2	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	2	0	9	0	10	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	3	3	0	0	0	0	4	0	0	3	0	0	0	2	0	0	0	0	0
1	0	0	0	0	0	1	2	0	0	13	1	1	0	4	0	0	0	0	0	0	0	0	0
1	0	1	1	0	0	1	1	1	0	1	3	1	1	1	0	0	0	0	0	0	0	0	0
1	0	0	0	0	2	3	0	0	0	2	4	0	1	2	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0	1	0	0	6	6	0	0	0	2	7	1	1	5	1	0	0	1	0	0	0	0	0
