0	3	0	0	6	0	0	0	0	1	0	0	0	0	0	2	1	0	0	2	3	2	4	6
0	4	1	0	0	0	0	1	2	0	0	0	0	0	0	3	0	2	0	1	1	4	0	0
0	2	0	1	3	1	0	1	1	1	0	0	0	1	0	3	0	1	1	2	0	2	1	0
0	0	0	0	15	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0
0	4	0	0	6	0	0	2	0	0	0	0	0	0	0	5	6	0	0	4	0	0	1	1
0	1	0	0	1	0	0	4	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1
0	1	0	0	17	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
0	3	0	0	6	0	0	2	1	3	0	0	0	0	0	2	1	1	0	4	3	3	2	2
0	2	0	0	6	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2
0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	3	1	0	2	0	0	7	2	6	0	0	0	0	0	11	1	1	0	6	2	7	0	7
0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	1	0	3	1	0	0	0
0	2	0	0	2	0	0	6	1	2	0	0	0	0	0	7	1	1	0	7	1	7	0	4
0	6	2	0	1	0	0	1	3	5	0	0	0	0	0	3	1	0	0	4	2	2	0	2
0	0	2	0	0	0	0	2	3	1	0	0	0	0	0	2	0	1	0	2	3	0	0	1
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	1	0	2	0	0	2	2	1	0	0	0	0	0	2	0	0	0	3	3	2	0	2
0	14	2	0	1	0	0	0	3	0	0	0	0	0	0	5	4	6	0	1	2	1	1	0
0	10	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	3	4	1	0
0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	1	1	2
0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
0	0	0	0	0	1	1	0	0	3	0	1	0	0	0	5	0	1	0	4	0	2	0	1
0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1
0	3	0	0	12	0	0	10	0	1	0	0	0	0	0	1	1	2	0	1	0	4	0	9
0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	9	0
0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	0	1	11	0
0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	2	0
0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0
0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	3	0
0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0
0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	9	0
0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
0	2	0	0	0	1	1	0	0	1	0	1	0	1	0	2	1	0	0	2	0	2	0	1
0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	1	0	0	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	5	0	0	0	0
0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	1	0	1	0	0	2	1
0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	5
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	1	1	0	9	1	0	1	1
0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1	0	0	1	0	0	0	1	6	0	0	0	0	0	3	2	1	0	2	1	2	0	4
0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	1	1	2	0	3	2	6	0	4
0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	2	0	4	0	5	0	4
0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	0
0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	1	1	0	1
0	1	0	0	3	0	0	0	2	4	0	0	0	0	0	3	0	2	0	7	4	5	1	5
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	2
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	2
0	3	7	0	0	0	0	0	8	3	0	0	0	0	0	0	1	0	0	1	5	0	0	0
0	7	1	0	2	0	0	2	2	0	0	0	0	0	0	8	4	1	0	3	4	5	0	0
0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	2	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
