1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
1	1	0	5	0	25	6	1	1	2	0	0	1	1	7	0	0
0	1	0	0	2	2	0	0	0	2	1	0	2	2	2	2	0
0	0	0	0	0	6	0	0	0	0	0	0	1	1	2	0	0
0	0	0	0	16	3	0	0	0	1	0	0	1	1	17	0	0
0	0	0	0	0	2	0	0	7	8	4	0	5	5	3	0	0
0	0	0	0	2	7	0	1	0	1	3	0	2	2	14	0	0
0	0	0	0	0	2	0	1	0	1	0	0	1	1	5	0	0
0	0	0	0	4	11	1	1	0	1	3	0	2	2	20	0	0
0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	5	0	0	0	1	0	0	1	1	6	0	0
0	0	0	0	1	3	1	0	2	4	0	0	0	0	3	0	0
0	0	0	0	0	10	0	2	0	0	5	2	5	5	5	0	0
0	0	0	0	5	14	0	1	2	4	8	0	8	8	16	1	0
0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	1	0
0	0	0	0	1	7	0	1	2	3	0	0	2	2	10	0	0
0	0	0	0	0	2	0	0	0	0	0	0	1	1	2	0	0
0	0	0	0	0	5	0	0	0	1	2	1	2	2	10	1	0
1	1	0	0	2	15	1	0	1	2	1	0	2	2	25	0	1
0	0	0	0	2	7	0	1	0	1	3	0	2	2	14	0	0
0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0
0	0	0	0	0	6	0	0	1	2	0	0	1	1	7	0	0
1	0	0	0	0	2	1	1	5	5	0	1	2	2	2	0	0
0	0	0	0	1	4	0	1	0	1	5	0	5	5	4	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0
1	0	0	0	1	7	0	0	1	3	1	0	3	3	6	0	0
0	0	0	0	2	7	0	0	0	2	0	0	2	2	7	0	0
0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0
0	0	0	0	0	12	0	0	0	1	0	0	1	1	14	0	0
0	0	0	0	2	15	1	0	1	2	1	0	2	2	18	0	0
0	0	0	0	0	5	0	0	0	1	2	1	2	2	10	1	0
0	0	0	0	0	4	1	1	0	1	1	0	1	1	5	0	0
1	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	2	0	0	0	1	0	0	1	1	2	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	1	2	0	0	0	1	8	0	9	9	18	0	0
0	1	0	0	1	4	0	0	0	1	0	0	1	1	10	0	0
0	0	0	0	0	1	0	1	0	1	1	0	3	3	1	0	0
1	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0
1	0	0	0	0	14	0	0	0	0	1	0	3	3	10	0	0
0	0	0	0	0	7	0	2	1	0	0	0	1	1	15	0	0
0	0	1	0	0	4	0	0	0	1	4	0	2	2	5	0	0
0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0
0	0	1	0	1	6	0	0	0	2	0	0	1	1	6	0	0
0	0	0	0	0	1	0	0	9	11	0	0	1	1	2	0	0
0	0	0	0	2	10	0	1	0	2	3	0	3	3	6	1	0
0	0	0	0	5	10	0	2	2	3	2	0	3	3	9	2	0
0	0	0	0	1	1	0	1	0	0	0	0	1	1	2	0	0
0	0	0	0	0	10	0	0	0	0	5	0	6	6	14	0	0
1	0	0	1	2	34	2	0	1	2	1	1	2	2	12	3	0
1	0	0	0	0	12	0	0	1	2	0	0	1	1	6	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	1	1	1	7	2	0	0	1	0	0	1	1	15	0	0
0	0	0	0	2	1	1	1	0	0	0	0	2	2	2	0	1
0	0	0	0	1	5	0	0	0	1	0	0	1	1	5	0	0
0	0	0	0	1	2	0	0	0	1	0	0	1	1	5	0	0
0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0
1	0	0	0	0	12	0	0	0	1	5	0	7	7	17	0	0
0	0	0	0	0	1	0	0	0	1	0	0	1	1	4	0	0
1	1	0	0	2	1	0	1	0	1	1	0	2	2	2	0	0
0	0	1	0	2	10	0	0	1	2	0	0	1	1	10	0	0
0	0	0	0	2	16	0	0	3	4	3	0	4	4	11	0	0
0	0	0	0	2	16	0	0	3	4	3	0	4	4	11	0	0
0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0
0	0	0	0	1	7	0	2	0	1	4	0	5	5	10	0	0
0	0	0	0	1	6	0	0	1	2	2	0	1	1	10	0	0
0	0	2	0	1	14	1	0	5	6	1	0	2	2	12	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	4	0	1	2	4	7	1	9	9	8	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	9	1	0	2	3	1	1	1	1	6	0	0
0	0	0	0	0	2	0	0	0	1	1	0	2	2	2	0	0
0	0	2	0	1	4	0	0	0	1	1	0	2	2	7	0	1
0	0	0	0	1	6	1	0	0	1	4	0	4	4	6	0	1
0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	2	0
0	0	1	0	1	6	0	0	0	1	2	0	2	2	9	0	0
0	0	0	0	2	7	1	1	0	1	3	0	6	6	6	0	0
0	0	0	0	2	10	1	0	1	2	1	0	2	2	13	0	0
0	0	0	0	1	6	0	1	0	1	3	1	3	3	6	0	0
1	0	0	0	1	15	1	1	0	1	10	0	12	12	19	0	1
0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0
0	0	0	0	1	8	0	0	0	1	1	0	2	2	7	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	1	0	1	0	0	11	0	15	15	6	0	0
0	0	0	0	2	8	1	1	3	4	1	0	0	0	7	0	1
0	0	0	0	0	3	0	0	0	1	0	0	1	1	2	0	0
1	0	0	0	1	14	1	1	2	3	10	1	10	10	17	0	1
0	0	0	3	1	1	4	4	0	1	0	2	1	1	2	0	3
0	0	0	0	1	12	1	1	1	2	8	2	8	8	13	0	1
1	0	1	0	1	2	0	0	0	1	0	0	1	1	1	0	0
0	0	0	0	1	2	0	0	0	1	0	0	1	1	5	1	1
0	0	0	0	0	1	0	1	0	0	2	1	4	4	3	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	3	0	1	0	1	1	0	2	2	2	0	0
0	0	0	0	0	5	0	0	0	0	1	0	1	1	2	0	0
0	0	1	0	0	1	0	0	0	0	0	0	0	0	9	0	0
0	0	0	0	1	3	0	1	0	1	1	0	2	2	2	0	0
1	0	1	0	0	2	0	1	0	0	0	0	0	0	21	0	0
0	0	0	0	0	6	1	0	0	0	2	0	4	4	9	0	0
0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0
