1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
2	0	0	0	0	4	19	0	0	0	0	0	2	0	0	0	0	0	9	0
0	5	1	5	0	0	0	0	5	0	4	4	0	0	10	1	0	6	0	1
0	0	15	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
0	0	0	0	0	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	2	33	0	0	0	0	0	0	0	0	0	0	0	3	0
0	0	0	0	0	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	2	31	0	0	0	0	0	0	0	0	0	0	0	3	0
0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
0	1	6	4	1	0	0	0	1	1	1	0	0	3	0	0	2	2	0	0
0	0	3	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0
0	0	0	3	0	0	0	1	0	0	0	3	0	1	3	0	0	0	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	12	0	7	0	0	1	0	1	3	0	0	2	1	0	1	0	0	0
0	0	0	0	0	2	21	0	0	0	0	0	5	0	0	0	0	0	0	0
1	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	1	0
0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	1	0
1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0
0	0	1	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0
0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1
0	0	0	0	0	2	20	0	0	0	0	0	4	0	0	0	0	0	0	0
1	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	1	0
0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	1	0
1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	6	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	4	0	0	0	1	0	4	0	0	0	0	0	2	0
11	0	0	0	0	0	4	0	0	0	1	0	4	0	0	0	0	0	2	0
19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
0	0	1	1	0	0	1	0	0	0	0	3	0	27	0	0	0	0	0	2
0	0	10	1	1	0	0	0	0	0	0	2	0	6	1	1	1	1	0	3
0	2	1	0	0	0	1	0	4	0	2	11	0	8	6	0	2	5	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0
0	4	2	3	0	0	0	0	4	0	1	1	0	6	3	0	1	5	0	1
0	4	0	1	0	0	6	0	4	2	0	19	0	2	0	0	0	5	0	1
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	2	7	4	0	0	1	0	1	3	1	0	2	1	1	1	1	0	3
0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0	0	2	6	7	0	0	1	0	3	2	0	0	4	2	4	2	1	0	3
0	0	1	1	16	0	0	0	0	0	4	1	0	3	0	3	2	1	0	0
0	0	1	1	6	0	0	0	0	0	0	2	0	5	0	0	0	0	0	2
0	1	3	1	1	0	0	1	1	0	0	0	0	2	0	0	2	2	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	4	1	55	0	1	0	0	1	4	0	0	0	2	1	0	0	1	0
0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
0	0	3	4	12	0	0	1	0	1	2	0	0	5	1	0	1	1	0	3
0	3	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0
0	0	0	0	0	0	3	0	0	1	1	0	1	1	0	1	1	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	7	2	5	0	0	0	17	7	0	0	1	0	1	0	0	1	8	0	0
0	0	3	0	0	0	0	1	0	0	0	0	0	7	0	0	3	1	0	0
0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
0	5	4	6	0	0	0	11	5	0	3	4	0	10	0	0	5	6	0	2
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
1	0	0	0	0	6	4	0	0	0	0	0	2	0	0	0	0	0	2	0
1	0	0	0	0	8	5	0	0	0	0	0	2	0	0	0	0	0	2	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
1	0	0	0	0	3	7	0	0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	5	3	0	2	0	1	3	0	2	1	0	1	7	0	1	4	0	0
0	0	3	8	11	0	0	2	0	4	1	0	0	0	0	4	0	1	0	1
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	7	6	0	0	0	1	0	3	0	0	0	0	0	0	0
0	0	0	0	0	3	7	0	0	0	0	0	2	0	0	0	0	0	0	0
1	0	0	1	0	3	2	0	0	0	0	0	1	0	0	0	0	0	2	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7	6	0	0	0	1	0	3	0	0	0	0	0	0	0
0	0	10	4	32	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
1	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	4	0
1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
1	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	4	0
2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	2	2	20	0	0	1	0	0	1	0	0	1	1	1	2	3	0	10
0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1
0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0
0	1	4	31	6	0	0	4	1	1	3	0	0	6	4	27	1	3	0	5
0	0	0	2	5	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	3	0	4	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0
0	1	5	3	3	0	0	0	1	5	0	0	0	3	1	1	0	2	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	1	2	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0
0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0	0	8	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0
0	0	0	4	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	20	0	0	0	0	0	0	1	6	0	0	8	0	0	4	0	0	0
0	0	1	1	5	0	0	0	0	1	0	0	0	1	1	2	2	0	0	0
0	6	0	10	0	0	0	2	6	0	0	2	0	1	3	0	0	7	0	3
0	2	11	0	1	0	0	0	2	1	2	0	0	7	0	1	2	3	0	0
0	0	3	2	0	0	0	1	0	0	1	1	0	2	0	0	2	0	0	1
0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	0	1	4	0	0	4	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1
