1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0
1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0
1	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0
6	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	2	0
0	1	7	0	1	0	0	1	1	0	1	0	0	0	2	1	2	2	0	1
0	1	7	0	1	0	0	1	1	0	1	0	0	0	2	1	2	2	0	1
0	1	4	1	1	0	0	1	1	2	2	1	0	5	0	1	3	2	0	0
0	4	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	7	1	1
0	5	0	3	0	0	0	6	7	0	1	0	0	0	0	0	0	8	0	1
0	1	2	1	0	0	0	1	1	0	4	0	0	3	0	0	1	2	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	1	5	1	0	0	4	0	0	1	0	0	0	5	0	0	1	0	0
0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0
0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0
3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0
1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	2	0
2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	2	15	0	0	0	5	0	8	0	0	0	2	1	0	0	0	0	2
0	1	0	0	0	0	0	0	1	0	0	7	0	1	0	0	1	2	0	0
0	4	0	7	4	0	0	3	4	2	0	0	0	0	1	2	0	5	0	3
2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0
1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0
1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	19	4	0	0	1	0	9	1	0	0	1	0	5	0	0	0	0
2	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	4	0	0	0	1	0	1	2	0	0	1	0	1	2	0	0	1
2	0	0	0	0	4	20	0	0	0	0	0	2	0	0	0	0	0	10	0
2	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
