1	5	0	0	0	1	2	0	1
0	0	0	0	0	0	3	0	9
0	1	0	0	0	2	1	0	1
1	1	0	3	3	1	1	3	1
0	2	0	1	0	1	7	0	1
0	2	0	0	0	3	4	0	2
0	1	0	0	0	2	3	0	2
0	5	2	0	0	0	0	1	0
0	1	0	1	0	0	0	0	0
0	0	0	10	0	4	22	0	10
0	1	0	5	0	3	3	0	2
0	3	0	0	0	0	0	0	0
0	1	0	2	0	1	4	0	1
0	1	0	1	0	0	5	0	22
0	1	0	0	0	0	0	0	0
0	1	0	3	0	11	0	0	1
0	1	0	4	0	1	1	0	1
0	1	0	3	0	0	2	0	1
0	0	0	3	0	0	2	0	0
0	0	0	1	0	0	1	0	7
1	1	0	1	0	0	2	0	0
0	0	0	0	0	0	0	0	4
0	1	0	3	0	2	5	0	6
0	1	0	8	0	15	6	0	1
0	0	0	3	0	0	0	0	4
0	1	0	2	0	0	3	0	6
0	1	0	3	1	0	0	1	0
0	5	0	1	0	3	2	0	3
0	1	0	4	0	1	4	0	1
0	1	0	1	0	0	2	0	0
0	1	0	0	0	1	1	0	2
0	2	0	0	0	0	1	0	2
0	1	0	0	0	1	3	0	1
0	1	0	0	0	1	1	0	1
0	0	0	1	0	0	1	0	0
0	1	0	0	0	0	0	0	1
0	1	0	0	0	0	1	0	0
0	1	0	1	0	1	1	0	1
0	1	0	0	0	0	1	0	0
0	1	0	0	0	0	0	0	0
0	1	0	0	0	3	1	0	6
0	1	0	3	0	1	6	0	5
0	1	0	0	0	0	3	0	5
0	1	0	0	0	0	2	0	0
0	1	0	1	0	3	6	0	3
0	1	0	1	0	1	1	0	2
0	1	0	0	0	0	1	0	1
0	1	0	2	0	3	3	0	6
0	0	0	0	0	0	1	0	0
0	1	0	0	0	0	0	0	0
0	2	0	0	0	0	2	0	1
0	1	0	1	0	1	2	0	2
0	2	0	0	0	2	0	0	2
0	1	0	0	0	0	0	0	0
1	1	1	0	0	2	5	1	1
0	2	0	0	0	0	4	0	1
0	1	0	0	0	3	1	0	0
0	1	0	2	0	0	1	0	1
0	1	0	0	0	1	2	0	1
0	0	0	0	0	0	0	0	0
0	0	0	5	0	4	1	0	1
0	0	0	0	0	1	1	0	4
0	1	0	2	0	1	1	0	1
0	0	0	0	0	0	10	0	1
0	0	0	0	0	1	3	0	0
0	2	0	1	1	0	8	1	0
0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	1	0
0	2	0	0	0	0	0	0	0
0	2	0	1	0	0	14	0	2
0	1	0	1	0	0	3	0	3
0	2	0	0	0	0	0	0	0
0	2	0	5	0	0	1	0	1
0	1	0	3	0	1	12	0	6
1	1	0	0	0	2	3	0	3
0	0	0	0	0	0	10	0	0
0	0	0	2	0	2	7	0	6
1	2	0	0	0	0	11	1	1
0	2	0	0	0	0	4	0	2
1	3	0	0	0	1	2	0	1
0	1	0	1	0	0	2	0	0
0	1	0	0	0	0	2	0	1
0	5	0	0	0	0	0	0	0
0	2	0	0	0	0	6	0	0
0	1	0	0	0	0	1	0	0
0	2	0	0	0	1	0	0	0
0	1	0	1	0	0	2	0	0
0	1	0	0	0	2	10	0	1
0	1	0	2	0	0	10	0	5
0	1	1	0	0	1	2	1	1
0	1	1	1	0	1	1	0	1
0	1	0	0	0	1	0	1	2
0	1	0	1	0	1	1	0	1
0	1	0	0	0	2	1	0	2
0	2	0	2	0	0	3	0	3
0	0	0	1	0	6	1	0	0
0	1	0	3	0	1	13	0	2
0	0	0	0	0	0	6	0	0
0	2	0	0	0	1	2	0	0
0	0	0	0	0	0	3	0	8
14	3	0	0	0	0	20	2	0
0	0	0	0	0	0	2	0	4
0	1	0	2	0	0	4	0	7
0	1	0	1	0	1	2	0	1
0	2	0	1	0	2	2	0	3
0	1	0	0	0	0	0	0	0
0	1	0	1	0	1	6	0	2
1	3	0	0	0	3	1	0	1
0	1	0	4	0	0	1	0	0
0	5	0	0	0	4	1	1	1
0	2	0	0	0	2	1	0	1
0	1	0	0	0	2	0	0	0
0	1	0	0	0	0	0	0	1
0	1	1	0	0	1	1	1	1
0	1	0	0	0	0	0	0	0
0	0	0	1	0	0	1	0	1
0	1	0	0	0	0	0	0	0
0	1	0	1	0	0	1	0	1
0	3	0	0	0	0	0	0	0
