1	0	0	0	0	0	0	1	0
2	0	7	6	5	0	0	8	0
1	0	2	1	1	0	0	2	0
3	0	2	1	1	0	0	3	0
1	0	3	2	2	0	0	4	0
0	0	0	0	0	0	0	0	0
2	0	1	0	0	0	0	1	0
2	0	3	2	2	0	0	3	0
0	0	0	0	0	0	0	2	0
1	0	0	0	0	0	0	1	0
2	0	1	4	4	0	0	5	0
1	0	1	0	0	0	0	1	0
7	0	2	1	1	0	0	3	0
3	0	2	2	2	0	0	3	0
1	0	2	13	13	0	0	14	0
2	0	4	2	2	0	0	3	0
4	0	2	1	2	0	0	3	0
0	0	11	8	8	0	0	9	0
0	0	5	6	6	0	0	7	0
2	0	2	3	3	0	1	4	0
3	0	0	0	0	0	0	1	0
1	0	2	2	2	0	0	3	0
0	0	0	0	0	0	0	0	0
1	0	3	2	2	0	0	3	0
2	0	3	6	6	0	0	8	0
3	0	3	1	1	0	0	3	0
0	0	4	0	1	0	0	5	0
0	0	0	1	1	0	0	2	0
5	0	5	6	7	0	0	7	0
2	0	11	9	9	0	0	11	0
1	0	1	0	0	0	0	1	0
1	0	3	0	0	0	0	2	0
1	0	1	0	0	0	0	0	0
1	0	2	0	0	0	0	2	0
1	0	2	1	1	0	6	2	1
1	0	0	0	0	0	0	0	0
0	0	19	1	1	0	0	18	0
1	0	2	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0
1	0	5	2	2	0	0	3	0
1	0	1	0	0	0	0	1	0
2	0	0	0	0	0	0	4	0
1	0	1	0	0	0	0	1	0
12	0	13	11	12	0	0	13	0
1	0	1	0	0	0	0	2	0
0	0	2	2	2	0	0	3	0
0	0	7	7	7	0	0	8	0
1	0	2	2	2	0	0	3	0
1	0	8	8	8	0	0	9	0
0	0	1	3	3	0	0	4	0
0	0	1	0	0	0	0	1	0
3	0	1	1	1	0	0	2	0
0	0	3	2	2	0	0	3	0
1	0	0	1	1	0	0	2	0
1	0	2	2	2	0	0	3	0
1	0	1	0	0	0	0	1	0
1	0	0	1	1	0	0	2	0
1	0	0	0	0	0	0	1	0
0	0	1	1	1	0	0	2	0
2	0	0	0	0	0	0	2	0
1	0	3	0	0	0	0	2	0
1	0	2	1	1	0	0	3	0
3	0	4	4	4	0	0	5	0
0	0	5	5	4	0	0	5	0
1	0	4	5	5	0	0	9	0
10	0	12	15	15	0	0	16	0
2	0	1	9	9	0	0	11	0
1	0	1	2	2	0	0	3	0
2	0	0	1	1	0	0	2	0
0	0	15	16	16	0	0	18	0
10	0	0	3	3	0	0	4	0
0	0	0	1	1	0	0	2	0
2	0	3	0	0	0	0	1	0
3	0	6	25	25	0	0	26	0
8	0	1	1	1	0	0	2	0
5	0	2	2	2	0	0	3	0
0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0
4	0	9	3	3	0	0	4	0
0	0	1	0	0	0	0	0	0
1	0	4	2	2	0	1	3	0
4	0	4	2	2	0	0	3	0
2	0	0	0	0	0	0	0	0
2	0	1	1	1	0	0	2	0
1	0	1	0	0	0	0	2	0
3	0	1	1	1	0	0	2	0
2	0	4	1	1	0	0	3	0
1	0	3	0	0	0	0	1	0
0	0	2	1	3	0	0	2	0
2	0	0	0	0	0	0	0	0
2	0	2	1	1	0	0	2	0
0	0	1	0	0	0	0	0	0
2	0	0	0	3	0	0	0	0
1	0	6	8	8	0	0	9	0
1	1	1	0	0	0	0	2	0
2	0	1	0	0	0	0	2	0
3	0	4	5	5	0	0	6	0
0	0	0	1	1	0	0	1	0
3	0	2	1	1	0	0	3	0
1	0	1	2	3	0	0	3	0
0	0	0	1	1	0	0	2	0
2	0	1	0	0	0	0	1	0
0	0	1	0	0	0	0	1	0
0	0	5	0	0	0	0	2	0
8	0	6	10	10	0	0	11	0
3	0	2	0	0	0	0	1	0
2	0	0	0	0	0	0	1	0
4	0	2	1	1	0	0	3	0
7	0	4	0	0	0	0	1	0
10	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	1	0
7	0	2	0	0	0	0	2	0
4	3	6	1	1	2	2	3	0
5	0	6	4	4	0	0	5	0
16	0	1	12	12	0	0	15	0
0	0	0	0	0	0	0	4	0
2	0	0	0	0	0	0	3	0
17	0	2	5	5	0	0	7	0
0	0	0	0	0	0	0	1	0
8	0	0	1	1	0	0	4	0
7	0	1	5	5	0	0	6	0
6	1	4	1	1	0	0	7	0
8	0	1	2	2	0	0	3	0
15	0	8	2	2	0	0	3	0
2	0	1	0	1	0	0	1	0
3	0	0	2	2	0	0	3	0
2	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	1	0
8	0	1	6	6	0	0	7	0
7	0	1	0	0	0	0	0	0
0	0	1	0	0	0	0	1	0
3	0	1	1	1	0	0	2	0
5	0	2	0	0	0	0	2	0
2	0	1	0	0	0	0	1	0
3	0	4	0	0	0	0	1	0
2	0	0	0	0	0	0	3	0
1	0	2	1	1	0	0	2	0
4	0	8	8	8	0	0	9	0
0	1	9	6	6	1	0	7	0
13	0	7	6	6	0	0	7	0
1	0	1	0	0	0	0	1	0
1	0	2	0	0	0	0	3	0
4	0	0	0	0	0	0	1	0
1	0	3	3	3	0	0	4	0
4	0	0	0	0	0	0	3	0
1	0	0	1	1	0	0	1	0
7	0	1	3	3	0	0	4	0
4	0	1	0	0	0	0	1	0
0	0	2	1	1	0	0	2	0
0	4	0	0	0	1	2	0	0
0	1	0	1	0	4	7	0	3
0	0	0	0	0	0	6	0	3
0	1	0	0	0	0	2	0	0
0	2	0	2	2	2	5	2	3
0	2	0	0	0	0	0	0	0
0	1	0	0	0	0	4	0	3
0	0	0	0	0	1	0	0	8
0	1	0	1	0	1	4	0	1
0	0	0	0	0	0	1	0	8
0	7	0	0	0	2	0	0	0
0	3	0	0	0	1	1	0	2
0	1	0	0	0	1	1	0	0
0	5	0	0	0	0	0	0	0
1	2	1	0	0	0	5	2	0
0	3	1	2	1	0	6	2	0
0	1	1	1	0	0	10	0	0
0	0	0	1	0	0	1	0	6
0	1	0	0	0	1	2	0	1
0	4	0	0	0	0	4	1	0
0	4	0	0	0	9	0	0	0
0	1	0	0	0	1	2	0	2
0	1	0	0	0	1	1	0	0
